title,artist,streams
Got Me Started,Troye Sivan,5948049
Summertime's Close,Zach Bryan,5934495
Hurt Feelings,Mac Miller,5931988
Blinding Lights,The Weeknd,5926113
Saturday,Twenty One Pilots,5925677
Interlude : Shadow,BTS,5917118
Chromatica II,Lady Gaga,5911788
To the Bone,Pamungkas,5909677
Genick,Loredana,5906566
Ivy,Frank Ocean,5905702
Yikes,Nicki Minaj,5900181
Hit Contagiante,Felipe Original,5898922
From Florida With Love,Drake,5891303
The Race,22 Savage,5889120
Uptown Funk - Trinidad James Remix,Mark Ronson,5883858
Nowhere Fast,Eminem,5879158
Titanium,David Guetta,5876741
El Manual,Anuel AA,5876387
Junya pt 2,Kanye West,5874245
Tiefschwarz,Kontra K,5867111
Bloodstream,The Chainsmokers,5865388
Ring,Selena Gomez,5858865
PURE/HONEY,Beyoncé,5857078
Stoned at the Nail Salon,Lorde,5856107
Auto Blu,Shiva,5853504
In My Head,Peter Manos,5847692
Screw The World - Interlude,Drake,5843246
Draco,Future,5842585
Puerto Rico,Fero47,5839878
State Of Grace (Acoustic Version) (Taylor's Version),Taylor Swift,5829972
Let It Be - Remastered,The Beatles,5823841
Alone,Burna Boy,5814108
Winter Wonderland,Kate Havnevik,5812171
KNIGHT CRAWLER,Trippie Redd,5811513
Not Enough,Juice WRLD,5804070
WIFI LIT,Future,5800396
Dead Inside (Interlude),XXXTENTACION,5797941
Sacrifices,Big Sean,5794445
Don't Say,The Chainsmokers,5793291
Jail pt 2,Kanye West,5786339
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,5782535
I Don't Wanna Do This Anymore,XXXTENTACION,5775423
Secure The Bag,Lil Uzi Vert,5774096
Something Real,Post Malone,5773246
Chasing That Feeling,TOMORROW X TOGETHER,5771064
up at night,Kehlani,5767264
COLT,Samra,5764749
Took His Time,Lil Wayne,5760063
Fallin' All In You,Shawn Mendes,5759823
Sie ruft,Apache 207,5752169
Cinnamon Girl,Lana Del Rey,5749205
Tijolão - Ao Vivo,Jorge & Mateus,5748589
Good Looking,Suki Waterhouse,5748402
My You,Jung Kook,5745602
Largado Às Traças - Ao Vivo,Zé Neto & Cristiano,5742758
I Don’t Know Why,Imagine Dragons,5737540
Só Quer Vrau,MC MM,5736749
In meinem Benz,AK AUSSERKONTROLLE,5730551
Broken Glass,Kygo,5727398
Commercial,Lil Baby,5718354
Show Yourself,Idina Menzel,5714191
"Caroling, Caroling",Nat King Cole,5714133
Close Friends (Lil Baby & Gunna),Lil Baby,5709915
Poesia Acústica 13,Pineapple StormTv,5704356
One Call,Gunna,5695796
Black Hearted,Polo G,5694683
God Rest Ye Merry Gentlemen,Bing Crosby,5690120
Sober,Lorde,5687589
Redemption,Zacari,5678626
California Love - Original Version,2Pac,5671702
working,Tate McRae,5666770
Musica leggerissima,Colapesce,5665133
Floating Through Space,Sia,5664767
Dictadura,Anuel AA,5663244
Babylon,Lady Gaga,5662925
Before I Let Go - Homecoming Live Bonus Track,Beyoncé,5658944
Radio Ga Ga - Live Aid,Queen,5658771
Chloraseptic,Eminem,5658006
Se Me Olvidó,Gera MX,5655126
#icanteven,The Neighbourhood,5650351
Love on the Weekend,John Mayer,5649383
Sorry,Beyoncé,5638628
If You Know You Know,Pusha T,5638267
Wildflower,5 Seconds of Summer,5632099
YO LE LLEGO,J Balvin,5624975
Desenrola Bate Joga de Ladin,L7NNON,5622675
Juice WRLD Speaks From Heaven - Outro,Juice WRLD,5622085
Confirmation,Justin Bieber,5615589
We Are The People,Martin Garrix,5610234
Nothing Without Love,Nate Ruess,5607218
Cambio,Ozuna,5606572
Snooze (Acoustic),SZA,5604807
Bada nakna,Samir & Viktor,5594555
Dive,Kid Cudi,5592420
She Bad,Cardi B,5591973
Nothing Really Matters,Mr. Probz,5591381
Nummer 1,Capital Bra,5589516
LUNA,Feid,5588284
Hurts 2B Human,P!nk,5579926
Rover,KAI,5575724
Hold Up,Beyoncé,5574100
Rivers,Thomas Jack,5559513
Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],Internet Money,5550390
hotline (edit),Billie Eilish,5545579
Victorious,Panic! At The Disco,5545451
"The Man, The Myth, The Legend - Interlude",Juice WRLD,5544643
Tricheur,Nekfeu,5543306
Nuh Ready Nuh Ready,Calvin Harris,5540145
Baila Conmigo,Juan Magán,5537356
Stay (Don't Go Away),David Guetta,5528846
Ticking,Zach Bryan,5527997
Put On A Smile,Bruno Mars,5521146
Jungle,Drake,5520273
Standard,KitschKrieg,5513335
Cool Yule,Louis Armstrong,5507522
Memories,Conan Gray,5498278
Stockholm Syndrome,One Direction,5497730
Pain = BESTFRIEND,XXXTENTACION,5495918
A$AP Forever REMIX,A$AP Rocky,5494946
Emotions 2.0,Ufo361,5470632
All These Years,Camila Cabello,5469620
Man of the Woods,Justin Timberlake,5468425
Tak Ingin Usai,Keisya Levronka,5467633
Go Go,BTS,5465447
Love Me Again,John Newman,5458691
Change Locations,Drake,5448267
Life On Mars? - 1999 Remastered Version,David Bowie,5444207
Frühstück in Paris,Capital Bra,5440253
All Night,RAF Camora,5437921
Good Boy Gone Bad,TOMORROW X TOGETHER,5437670
Free Spirit,Khalid,5435285
Du bist mein,Zuna,5428702
Santa Baby,Eartha Kitt,5428177
Who's Laughing Now,Ava Max,5412601
Essence,Wizkid,5411380
Angel,The Weeknd,5408849
’98 Braves,Morgan Wallen,5407456
Say You Love Me,Jessie Ware,5405054
A Lie,French Montana,5403822
Elliot's Song,Dominic Fike,5402370
State Of Emergency,Logic,5400846
Raindrops,SNBRN,5386683
Face 2 Face,Juice WRLD,5386585
What Makes You Beautiful,One Direction,5376375
Shape of You - Stormzy Remix,Ed Sheeran,5375492
INSUPERABILE,Rkomi,5373057
can't leave without it,21 Savage,5370840
papercuts,Machine Gun Kelly,5370495
Carry You Home,Zara Larsson,5368601
Blood // Water,grandson,5363195
The Man with the Bag,Kay Starr,5361805
Veleno 7,Gemitaiz,5357554
White Horse (Taylor’s Version),Taylor Swift,5353387
COOLER THAN A BITCH,Gunna,5352769
Book Of Love,Felix Jaehn,5346337
Bring Me Love,John Legend,5345378
Trillionaire,Future,5341935
Miserable Man,David Kushner,5337926
Not My Responsibility,Billie Eilish,5330564
90-60-111,Shirin David,5326982
I'm in Love,Kygo,5325630
Greedy,Ariana Grande,5324747
Open Wide,Calvin Harris,5322950
2CB,RAF Camora,5321504
Angst,Apache 207,5317174
Jump Out The Window,Big Sean,5312861
Boys Will Be Boys,Dua Lipa,5311922
EN CASITA,Bad Bunny,5309239
I'll Be Home For Christmas - Single Version,Bing Crosby,5302063
Pretend,Tinashe,5299347
Carry Me,Kygo,5288152
Estamos Bien,Don Khuma,5287532
Jesus Lord pt 2,Kanye West,5279596
Thousand Miles,Miley Cyrus,5274667
NIGHT RIDER,Joji,5274545
DHL,Frank Ocean,5273842
MANIFESTO,"Tyler, The Creator",5268933
Stupid Again,Tory Lanez,5267131
METAMORPHOSIS,ogu,5262375
Wir sind Kral,Ufo361,5257182
Ascension,Gorillaz,5255590
Consequences,Camila Cabello,5251458
S&M,Rihanna,5249490
Heaven On Earth,Kid Cudi,5246756
Intro: Singularity,BTS,5245716
Checklist,Normani,5244432
ENERGY,Beyoncé,5242743
Los Dioses,Anuel AA,5242040
Woman,Harry Styles,5238555
Take One,Kodak Black,5238240
Good Goodbye,Linkin Park,5233607
Prayer In C,Lilly Wood and The Prick,5232859
Born Again,Rihanna,5232692
Creep On Me,GASHI,5231536
Don't Play That,King Von,5228235
"Spooky, Scary Skeletons - Undead Tombstone Remix",Andrew Gold,5226987
Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,5224439
Kick The Dust Up,Luke Bryan,5218035
O.O,NMIXX,5210211
Losses,Drake,5208269
Erase Your Social,Lil Uzi Vert,5206233
Dissolve,Joji,5204148
One Point Perspective,Arctic Monkeys,5202312
Girls Have Fun,Tyga,5201321
range brothers,Baby Keem,5200071
Three Lions,"Baddiel, Skinner & Lightning Seeds",5188756
Halfway Off The Balcony,Big Sean,5186458
That's On Me,Mac Miller,5180339
Let It All Work Out,Lil Wayne,5177064
"Yeah, I Said It",Rihanna,5176890
Black & Chinese,Huncho Jack,5173682
Come Back to Earth,Mac Miller,5173152
WHEN I WAS OLDER - Music Inspired By The Film ROMA,Billie Eilish,5172777
Give Yourself A Try,The 1975,5170857
Get Dripped,Lil Yachty,5163064
ARE WE STILL FRIENDS?,"Tyler, The Creator",5152508
Racks 2 Skinny,Migos,5150985
Bussin,Nicki Minaj,5146734
Company,Drake,5142425
Respect,BTS,5125127
Chromatica I,Lady Gaga,5113535
I Love It When You Cry (Moxoki),Steve Aoki,5110949
ULALA (OOH LA LA),Myke Towers,5110045
"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",Anirudh Ravichander,5109531
Power Over Me,Dermot Kennedy,5101190
Don't Be A Fool,Shawn Mendes,5100707
One Step Closer,Linkin Park,5094047
Mi Debilidad,Maria Becerra,5093975
i'm yours,Isabel LaRosa,5093329
I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",5093105
Superstition - Single Version,Stevie Wonder,5089641
Feed Me Dope,Future,5087680
Push My Luck,The Chainsmokers,5087553
Not In The Mood,Lil Tjay,5086995
G.O.M.D.,J. Cole,5078607
Damaged,Kid Cudi,5076906
BLIND,DaBaby,5074613
Honest,The Chainsmokers,5073542
Angst,Loredana,5069161
TELL ME WHY,The Kid LAROI,5069139
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,5061521
Cheirosa - Ao Vivo,Jorge & Mateus,5051971
Here Comes The Sun - Remastered,The Beatles,5043987
FEEFA,6ix9ine,5040869
1AM FREESTYLE,Joji,5036029
Cradles,Sub Urban,5034114
Gospel,Dr. Dre,5028590
Jopping,SuperM,5026361
Snitching,Pop Smoke,5023468
Look What I Found,Lady Gaga,5020830
Crowded Room,Selena Gomez,5013271
Sad People,Kid Cudi,5004747
IL CIELO NELLA STANZA,Salmo,5004729
Hundred,Khalid,5001832
Breathe,Taylor Swift,4995261
VOID,Lil Nas X,4978811
The Search,NF,4976343
Scooby Doo Papa!,Lean Trap,4973108
The Joker And The Queen,Ed Sheeran,4970041
The Wolf,Mumford & Sons,4967098
Sex with My Ex,Lil Peep,4965224
"Baby, You Make Me Crazy",Sam Smith,4961870
Pretty Little Fears,6LACK,4961392
Someday At Christmas,Stevie Wonder,4956571
HIM,Sam Smith,4949014
Body Moves,DNCE,4946927
Yesterday,David Guetta,4936449
HO PAURA DI USCIRE 2 - prod. Mace,MACHETE,4928769
∞ LOVE,Marracash,4924217
Forever & Always (Taylor’s Version),Taylor Swift,4922079
Tinnitus (Wanna be a rock),TOMORROW X TOGETHER,4920854
OKRA,"Tyler, The Creator",4916010
SloMo,Chanel,4915736
Lazarus,David Bowie,4911854
Mele Kalikimaka (Merry Christmas),Bing Crosby,4894907
Euphoria,BTS,4891545
CABRIOLET,Salmo,4891154
Nothing Left For You,Sam Smith,4887414
abcdefu (angrier),GAYLE,4881812
Only Want You,Rita Ora,4881474
Once A Day,Mac Miller,4877180
All Night,Steve Aoki,4871889
He Like That,Fifth Harmony,4869735
Jersey,Future,4868619
Broke Leg,Tory Lanez,4867044
Love Story,Taylor Swift,4866158
Tranquility Base Hotel & Casino,Arctic Monkeys,4859074
Go Hard,Juice WRLD,4848529
Life is Beautiful,Lil Peep,4844480
Baby,Clean Bandit,4842341
Nothing Compares 2 U,Sinéad O'Connor,4837180
Jet Lag,Future,4834242
LOSE IT,Quavo,4832689
Rockstar,Sfera Ebbasta,4828409
Pehle Bhi Main,Vishal Mishra,4825503
People You Know,Selena Gomez,4824958
GPS,Maluma,4823197
Mile High,James Blake,4819380
Bounce Out With That FT. YBN Nahmir,DJ A1,4816077
All I Want For Christmas (Is My Two Front Teeth) - Remastered,Nat King Cole Trio,4815213
Ronan (Taylor's Version),Taylor Swift,4813941
Summers Over Interlude,Drake,4810270
Let It Snow! - 10th Anniversary,Michael Bublé,4809501
Benz Truck - гелик,Lil Peep,4807500
Burn Out,Martin Garrix,4807072
Paradise,BTS,4806223
Lithuania,Big Sean,4799884
GOD DID,DJ Khaled,4799193
Collide,Ed Sheeran,4798225
My Type,The Chainsmokers,4793752
West Coast Shit,Pop Smoke,4790449
Leave Your Life,Ed Sheeran,4786734
JUMP,DaBaby,4785789
"Morad: Bzrp Music Sessions, Vol. 47",Bizarrap,4776908
TELÉFONO,Aitana,4775962
Waterfall,Stargate,4774080
Smithereens,Twenty One Pilots,4773972
Multi Millionaire,Lil Pump,4771201
Back On Road,Gucci Mane,4764082
Hard 2 Face Reality,Poo Bear,4760084
MODUS,Joji,4758841
Booty,Jennifer Lopez,4753832
"Hukum - Thalaivar Alappara (From ""Jailer"")",Anirudh Ravichander,4747150
What's Love Got to Do with It - 2015 Remaster,Tina Turner,4747094
Agora Vai Sentar,MC's Jhowzinho & Kadinho,4732100
Costa Rica,Dreamville,4727860
Into It,Camila Cabello,4720994
NO HALO,BROCKHAMPTON,4713489
Driving Home For Christmas - 2009 Remastered Version,Chris Rea,4713083
STAI ZITTO,Salmo,4711224
Love Maze,BTS,4706132
Down Like That,KSI,4705199
Let's Dance - 1999 Remaster,David Bowie,4703453
Magic Shop,BTS,4698451
Hey Everybody!,5 Seconds of Summer,4696206
Bezerk,Big Sean,4695720
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],Shakira,4695524
The Return,Logic,4692432
Neon Gravestones,Twenty One Pilots,4692387
Alone,Jimin,4692272
Wesley's Theory,Kendrick Lamar,4687614
134340,BTS,4680376
Por Eso Vine,Paulo Londra,4670068
Mon Ami,Samra,4666179
WILSHIRE,"Tyler, The Creator",4657054
Urgency,Lil Uzi Vert,4652982
E.T.A.,Justin Bieber,4646022
Drive You Crazy,Pitbull,4645818
Supercut,Lorde,4640329
"Cuddle Up, Cozy Down Christmas",Dolly Parton,4640157
GUCCI LOS PAÑOS,KAROL G,4638916
Fode Bem,Felipe Amorim,4636861
More Time,Pop Smoke,4634142
What's Free,Meek Mill,4634118
Miracles (Someone Special),Coldplay,4627970
This Is Halloween,The Citizens of Halloween,4624528
Feeling,Juice WRLD,4624052
Glittery,Kacey Musgraves,4623161
Bad Bitch From Tokyo (Intro),Pop Smoke,4622221
Coffee,Miguel,4619413
ALL UP IN YOUR MIND,Beyoncé,4615214
MIC Drop,BTS,4612515
The Louvre,Lorde,4608214
House Every Weekend,David Zowie,4605578
BRABA,Luísa Sonza,4605174
XO,John Mayer,4598323
CORAÇÃO CIGANO - Ao Vivo,Luan Santana,4597355
I'm Up,Omarion,4597107
Thing For You (With Martin Solveig),David Guetta,4595792
Jealous,DJ Khaled,4594383
Verde,J Balvin,4594246
Rule The World,2 Chainz,4593965
Album of the Year - Freestyle,J. Cole,4592798
Reaper,Sia,4588032
Somebody Else,The 1975,4585739
Battle Symphony,Linkin Park,4585680
Write On Me,Fifth Harmony,4584100
Not Nice,PARTYNEXTDOOR,4582208
Stop The Rain,Ed Sheeran,4580580
Over Your Head,Future,4579873
Supernova,Saiko,4576576
Mala dos Porta-Mala - Ao Vivo,Gusttavo Lima,4573128
Leave The Night On,Sam Hunt,4572848
In the Dark,Camila Cabello,4571628
When I Find Love Again,James Blunt,4567884
sun and moon,anees,4566805
O Forse Sei Tu,Elisa,4559443
Renegade,Big Red Machine,4557806
In Your Eyes,The Weeknd,4557289
Wednesday Night Interlude,Drake,4547545
Berlin lebt wie nie zuvor,Capital Bra,4534289
Come Together - Remastered 2009,The Beatles,4531033
Eye 2 Eye,Huncho Jack,4528943
In My Room,Frank Ocean,4527986
OJITOS ROJOS,Grupo Frontera,4526587
AMERICA HAS A PROBLEM,Beyoncé,4524614
CLOUDS,NF,4517584
Runaway,Lil Peep,4516814
Fine By Me,Chris Brown,4514035
The Hills - Remix,The Weeknd,4511639
Ye vs. the People (starring TI as the People),Kanye West,4511152
Groupie,Samir & Viktor,4509164
It Won't Kill Ya,The Chainsmokers,4506381
Weiss,Samra,4504990
Errbody,Lil Baby,4503726
I Love Kanye,Kanye West,4497760
No More Parties In LA,Kanye West,4491882
Tell Me Why (Taylor’s Version),Taylor Swift,4483647
Avalanche,Migos,4480048
Say Something Loving,The xx,4478937
RISE!,"Tyler, The Creator",4475107
Ever Since New York,Harry Styles,4472115
Karaoke,Boomdabash,4467903
Hate The Way,G-Eazy,4465846
Don't Play,Anne-Marie,4462683
Venice Bitch,Lana Del Rey,4461033
dimple,BTS,4460387
Ain't No Mountain High Enough,Marvin Gaye,4456063
Mess,Lil Wayne,4454553
Fear Inoculum,TOOL,4453735
You’re Not Sorry (Taylor’s Version),Taylor Swift,4451002
Det draaar,Axel Wikner,4450955
New Normal,Khalid,4448404
Love Scars 3,Trippie Redd,4447831
Não Vitalício (Nunca Mais) - Ao Vivo,Matheus & Kauan,4444902
Figurinha - Ao Vivo,Douglas & Vinicius,4439902
Back In Black,AC/DC,4439226
TOUT VA BIEN,Alonzo,4439084
En la Intimidad,Big One,4437098
Coupe,Pop Smoke,4436563
Fin de semana,Byron Bahamonde,4434309
$AD BOYZ II,Junior H,4431688
1000 Doves,Lady Gaga,4430806
my boy,Billie Eilish,4424727
All Bad,Future,4424197
Whip,2 Chainz,4421950
love yourself (interlude),XXXTENTACION,4409147
Ingen annan rör mig som du,Norlie & KKV,4408558
Revenge,P!nk,4405934
Intro,Khalid,4399664
Tchuco Nela,MC Rogerinho,4396970
A Brand New Day (BTS World Original Soundtrack) [Pt. 2],BTS,4383131
Snitches & Rats,21 Savage,4381373
My Dawg,21 Savage,4380823
farfalle,sangiovanni,4376187
Who Do You Think Of?,M.O,4375229
The Foundations of Decay,My Chemical Romance,4371874
Merry Christmas Darling - Album Version/Remix,Carpenters,4369755
MAMACITA,Tyga,4365754
Levitate,Twenty One Pilots,4355885
"Touchin, Lovin",Trey Songz,4348661
Dengo,João Gomes,4346471
Fukk Sleep,A$AP Rocky,4342652
Tick Tock,Joji,4341241
Mbappe,Eladio Carrion,4340466
Speed It Up,Gunna,4340420
Cash Out,Calvin Harris,4337307
It's Time,Imagine Dragons,4336014
LOVE YOU BETTER,Future,4334627
Body Language,Kid Ink,4331124
Last Time I Saw You,Nicki Minaj,4326316
MEGAVERSE,Stray Kids,4325327
penhasco.,Luísa Sonza,4313628
Young,The Chainsmokers,4312280
Dime Si Te Acuerdas,Bad Bunny,4311972
Christmas Time Is Here - Vocal - Album Version,Vince Guaraldi Trio,4308581
Freestyle 4,Kanye West,4307920
Used 2,Lil Wayne,4304865
Emoji A Chain,Migos,4304652
Jumpin on a Jet,Future,4303359
Say You Do,Sigala,4301919
Voice of the Heroes,Lil Baby,4296558
Burn the Witch,Radiohead,4288236
valla nein!,KC Rebell,4285852
Your eyes tell,BTS,4285162
Hop Off A Jet,Young Thug,4280881
Marlboro Rot,Samra,4270766
Come Thru,Summer Walker,4266434
777,Bruno Mars,4255421
Heartbeat (BTS World Original Soundtrack),BTS,4251361
Brand New Draco,21 Savage,4236967
Sciroppo,Sfera Ebbasta,4234732
That’s When,Taylor Swift,4232498
Mayor Que Yo 3,Luny Tunes,4211340
Mejor,Dalex,4207406
Space Oddity - 2009 Remastered Version,David Bowie,4206413
Manslaughter,Pop Smoke,4205266
Ronin,Bushido,4204017
65th & Ingleside,Chance the Rapper,4203314
Respect,Aretha Franklin,4194550
ODIO,J Balvin,4192699
"Oh Holy Night - Recorded at Metropolis Studios, London",Nina Nesbitt,4192325
Go Hard or Go Home,Wiz Khalifa,4192145
I Wanna Rock,G-Eazy,4185875
These Walls,Kendrick Lamar,4185613
AMAZING,Rex Orange County,4184609
Chicken Noodle Soup,j-hope,4184306
The Jackie,Bas,4182508
What You Need,Don Toliver,4182378
All the Time,Zara Larsson,4180245
As You Are,The Weeknd,4180017
Bottiglie Privè,Sfera Ebbasta,4179730
Again,Noah Cyrus,4178163
Planez,Jeremih,4177696
When I’m Alone,Post Malone,4173938
SoulMate,Justin Timberlake,4168025
Freak,Doja Cat,4165049
MY PYT,Wale,4159633
Bad Girls,Lil Skies,4158628
Come Through,H.E.R.,4157610
Happy New Year,ABBA,4152773
Love Runs Out,Martin Garrix,4150793
Hey Julie!,KYLE,4146065
13 Beaches,Lana Del Rey,4145702
Prayers Up,Calvin Harris,4142899
Just Look Up (From Don’t Look Up),Ariana Grande,4139760
Paradise,Khalid,4138874
Like That,Jack & Jack,4134345
Putariazinha,Felipe Amorim,4130647
Milionària,ROSALÍA,4129988
HeMotions,Juice WRLD,4129125
COMO UN BEBÉ,J Balvin,4122190
Hands,Mac Miller,4117806
Pablo,Rvssian,4111227
The Blacker The Berry,Kendrick Lamar,4107735
Dör för dig,Danny Saucedo,4107183
Ocean Drive,Duke Dumont,4098747
Mademoiselle,Sfera Ebbasta,4095442
Institutionalized,Kendrick Lamar,4091759
Revival (Interlude),Eminem,4091611
The Life,Fifth Harmony,4091469
Oye,TINI,4090970
Framed,Eminem,4089415
Crawling,Linkin Park,4089287
You Make Me,Avicii,4082212
Cry About It Later,Katy Perry,4082102
Don't Stop The Music,Rihanna,4077494
Beautiful Trauma,P!nk,4077294
SCIENTIST,TWICE,4075774
CHIAMAMI PER NOME,Francesca Michielin,4075563
Levitating,Dua Lipa,4075187
25k jacket,Gunna,4072161
Tonight Belongs To U!,Jeremih,4050496
El Farsante,DJ Jonathan,4049143
Genius,Pop Smoke,4045589
Komm Komm,Capital Bra,4036513
Pull Up N Wreck (With Metro Boomin),Big Sean,4017925
The Man,Aloe Blacc,4014195
Take It Out On Me,Justin Bieber,4012879
White Dress,Lana Del Rey,4012863
Los Collares,Oscar Maydon,4007896
FOR A NUT,Future,4006256
What A Time,Julia Michaels,4005690
Enzo,DJ Snake,4003930
Do You Remember,Chance the Rapper,3997046
Death Of A Bachelor,Panic! At The Disco,3991028
Cocky,A$AP Rocky,3981514
Need It,Migos,3973413
In Your Head,Eminem,3960598
Under The Mistletoe - Bonus Track,Kelly Clarkson,3958179
Extasy,187 Strassenbande,3956700
MEDIA LUNA,Mora,3953289
FERXXO 151,Feid,3951688
BUBALU,Feid,3948454
Risiko,Bonez MC,3945482
Offended,Eminem,3941487
Shining,DJ Khaled,3937206
Sweet Home Alabama,Lynyrd Skynyrd,3935832
Love song,Lana Del Rey,3935251
TRAGIC,The Kid LAROI,3929046
Heart Upon My Sleeve,Avicii,3925187
No Mediocre,T.I.,3923032
Thriller - 2003 Edit,Michael Jackson,3922387
Litty,Meek Mill,3913037
Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),Lil Baby,3912954
Flaws And Sins,Juice WRLD,3910021
Twenty One,Khalid,3905293
Particular Taste,Shawn Mendes,3902532
Firework,Katy Perry,3902168
Yesterday - Remastered,The Beatles,3899676
All Your Fault,Big Sean,3895544
Carolina,Taylor Swift,3895542
Du swipa höger,Emil Berg,3891647
LIFE AFTER SALEM,Lil Nas X,3888910
Drifting,G-Eazy,3888764
Lotus,Lil Uzi Vert,3886780
Awful Things,Lil Peep,3883813
HONEY (ARE U COMING?),Måneskin,3883558
"Belly, The Weeknd - Die For It (ft. Nas)",Belly,3881821
Need Me,Eminem,3881237
Happy Birthday,Sfera Ebbasta,3880843
UnFazed,Lil Uzi Vert,3879951
Castle,Eminem,3878349
Tik Tok,Sfera Ebbasta,3877006
Never Been In Love,Cobra Starship,3874225
RNP,Cordae,3868891
Bleed,A Boogie Wit da Hoodie,3867026
Because I Had You,Shawn Mendes,3866914
EDGING,blink-182,3864226
Feelings,Maroon 5,3860874
Evil Ways,Drake,3859127
Out The Mud,Lil Baby,3858373
Danger (Spider) (Offset & JID),Offset,3851220
Sunrise,Morgan Wallen,3844061
Higher We Go - Intro,Migos,3842559
The Hype,Twenty One Pilots,3840769
What's the Use?,Mac Miller,3832045
American Sports,Arctic Monkeys,3831387
Ruff Ryders' Anthem,DMX,3830310
Canal St.,A$AP Rocky,3830077
You & The 6,Drake,3826243
Naked,Doja Cat,3825842
As the World Caves In,Matt Maltese,3822529
A Thousand Years,Christina Perri,3820258
Leaders,Lil Uzi Vert,3818911
WTF (Where They From),Missy Elliott,3814862
Heat,Eminem,3814797
Silent Night,Carpenters,3814572
JACKBOYS,JACKBOYS,3811100
Humility,Gorillaz,3809632
Crush Em,Lil Uzi Vert,3806303
Intro: Serendipity,BTS,3804945
Dang!,Mac Miller,3803702
Mutual,Shawn Mendes,3802695
Shot me Down,David Guetta,3801194
Why,Shawn Mendes,3798856
Girl From Rio,Anitta,3794332
The Best,Tina Turner,3790092
Motion,Khalid,3784641
Pour It Up,Rihanna,3784290
Pop Style,Drake,3782631
NO CHÃO NOVINHA,Anitta,3773913
Kiss My (Uh Oh),Anne-Marie,3770941
Facts (Charlie Heat Version),Kanye West,3770571
Só Pra Castigar,Wesley Safadão,3769903
Try That In A Small Town,Jason Aldean,3766892
Start This Shit Off Right,Lil Wayne,3758080
Ganja Burn,Nicki Minaj,3755596
Unholy,Miley Cyrus,3750611
Tout l'univers,Gjon's Tears,3748162
I Did Something Bad,Taylor Swift,3745168
Owe Me,Big Sean,3733874
Adriana,RAF Camora,3731790
Demon,Lil Wayne,3721574
Pull Up N Wreck (& Metro Boomin),Big Sean,3718845
Payday,Doja Cat,3715628
Promise,Jimin,3713707
Gold Digger,Kanye West,3709780
BLAHBLAHBLAH DEMO,Joji,3703125
So What,BTS,3698515
MAÑANA SERÁ BONITO,KAROL G,3698292
Mis Deseos / Feliz Navidad (duet with Thalia),Michael Bublé,3698277
Love In Slow Motion,Ed Sheeran,3694505
Narrow Road,NLE Choppa,3683256
s!r!,thasup,3679822
Icy,Logic,3677994
Ring Out The Bells,Sarah Connor,3674972
Máquina do Tempo,Matuê,3674294
Do Right,Glades,3669956
Shotz Fired,Bonez MC,3668947
Ya Salame,Luciano,3667155
Estamos Bien,Street Rappers,3666124
Blackstar,David Bowie,3663945
"Manike (From ""Thank God"")",Yohani,3662733
MARYLEAN,MACHETE,3661786
Rudolph the Red-Nosed Reindeer,Gene Autry,3658040
GRoCERIES,Chance the Rapper,3653323
White Christmas,Michael Bublé,3652772
Friesenjung,Ski Aggu,3649445
10 Years,Daði Freyr,3642732
I Love You Dwayne,Lil Wayne,3640218
Perfectly Wrong,Shawn Mendes,3639700
Forbidden Voices,Martin Garrix,3639235
Cruel Summer - Live from TS | The Eras Tour,Taylor Swift,3638890
Bang!,AJR,3637859
Lottery,K CAMP,3636187
The Void,Kid Cudi,3633320
x2,Lil Uzi Vert,3630318
Next,Ufo361,3630181
CROWN,TOMORROW X TOGETHER,3628798
i Shyne,Carnage,3623112
untitled 05 | 09.21.2014.,Kendrick Lamar,3622059
Bounce Back,Little Mix,3621985
Might Not Give Up,A Boogie Wit da Hoodie,3620198
734,Juice WRLD,3616113
Last Day Alive,The Chainsmokers,3615924
break da law,21 Savage,3614156
UK Rap,Dave,3613628
Beautiful Trip,Kid Cudi,3611231
Síguelo Bailando,Tropijazz,3604621
Rhythm Inside,Loïc Nottet,3603086
Pink (From Barbie The Album),Lizzo,3602830
Casper,Takeoff,3598203
Undeniable,Kygo,3593062
Body Paint,Arctic Monkeys,3585619
Something's Gotta Give,Camila Cabello,3580507
Arose,Eminem,3576811
Disrespectful,21 Savage,3574777
MOVE,Beyoncé,3569716
Golden Trunks,Arctic Monkeys,3568174
Ready to Run,One Direction,3563689
Tengo,Juliette,3560499
Jet Black Heart,5 Seconds of Summer,3560128
Been Like This,Doja Cat,3560106
Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,3555640
1.5,21 Savage,3555036
Back Door,Stray Kids,3552076
Palace,Sam Smith,3551925
Eres,Natanael Cano,3551718
Hey Ho,Freddy Kalas,3551217
Leave Me Alone,NF,3550506
Boss,Lil Pump,3540653
Inside Out,Camila Cabello,3539264
Changing,Sigma,3536966
