title,artist,streams
Kacey Talk,YoungBoy Never Broke Again,35145047
Your Power,Billie Eilish,35111253
Good Drank,2 Chainz,35102155
Andrea,Bad Bunny,35085957
Little Freak,Harry Styles,35042124
Latch,Disclosure,35040300
Boy's a liar,PinkPantheress,35023161
Infinity,Jaymes Young,35009706
Summer,Calvin Harris,34971061
Get You,Daniel Caesar,34970498
End Game,Taylor Swift,34834044
Just Hold On,Steve Aoki,34773564
No Friends In The Industry,Drake,34759904
Physical,Dua Lipa,34730152
Leave The Night On,Sam Hunt,34721582
Heatin Up,Lil Baby,34712534
bloodline,Ariana Grande,34711489
SWISH,Tyga,34570097
TRUCK BED,HARDY,34551136
This Town,Niall Horan,34544191
You Make It Feel Like Christmas,Gwen Stefani,34526746
Bigger Than You,2 Chainz,34467944
Love Language,SZA,34395532
The Fix,Nelly,34379158
Emotionless,Drake,34344959
Unsteady,X Ambassadors,34331656
FIND MY WAY,DaBaby,34319287
Don't Think Jesus,Morgan Wallen,34289181
Body Say,Demi Lovato,34246166
Mary On A Cross,Ghost,34238855
Counting Stars,OneRepublic,34229004
King Kunta,Kendrick Lamar,34225970
"Would've, Could've, Should've",Taylor Swift,34218227
Paramedic!,SOB X RBE,34212750
Why You Always Hatin?,YG,34210856
If It Ain't Love,Jason Derulo,34209480
Man Made A Bar,Morgan Wallen,34200307
MY EYES,Travis Scott,34179261
Play Date,Melanie Martinez,34165887
Patty Cake,Kodak Black,34158324
Tuesday,ILOVEMAKONNEN,34009596
Calm Down,G-Eazy,33995673
BILLIE EILISH.,Armani White,33964586
Hollow,Tori Kelly,33923685
The Cure,Lady Gaga,33917544
Fresh Eyes,Andy Grammer,33892531
Yikes,Kanye West,33877095
Dua Lipa,Jack Harlow,33818973
3 Nights,Dominic Fike,33818461
Head & Heart,Joel Corry,33780521
Tip Toe,Roddy Ricch,33753889
Please Come Home for Christmas - Eagles 2013 Remaster,Eagles,33752956
Lost in the Fire,Gesaffelstein,33729127
YAH.,Kendrick Lamar,33680519
Feeling Myself,Nicki Minaj,33670845
Getaway Car,Taylor Swift,33661185
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,33589575
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",Metro Boomin,33588495
Winter Wonderland,Bing Crosby,33586557
Turks,NAV,33555764
"Baby, It's Cold Outside",Brett Eldredge,33555350
6 Kiss,Trippie Redd,33472853
Bad Man (Smooth Criminal),Polo G,33440572
Big Gangsta,Kevin Gates,33419132
Some Way,NAV,33388503
No Option,Post Malone,33368501
Sarah's Place,Zach Bryan,33356761
Slime Belief,YoungBoy Never Broke Again,33352084
Numb,Marshmello,33325524
GANG GANG,Polo G,33276808
Shake It Up,Trippie Redd,33147889
His & Hers,Internet Money,33133955
Hawái,Maluma,33107405
A Sky Full of Stars,Coldplay,33101321
Anaconda,Nicki Minaj,33077731
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,33053745
Beautiful,Bazzi,33048178
What A Man Gotta Do,Jonas Brothers,33009718
DESPECHÁ,ROSALÍA,32999190
Somebody,Internet Money,32988734
Promise,Kid Ink,32970385
One Of Them Girls,Lee Brice,32969825
Immortal,21 Savage,32944588
Thousand Miles,The Kid LAROI,32849517
Beat Box 3,SpotemGottem,32841611
Grapejuice,Harry Styles,32762005
When We Were Young,Adele,32744780
Diamonds Dancing,Drake,32701453
Champions,Kanye West,32670186
2002,Anne-Marie,32669648
Too Much Sauce,DJ ESCO,32633178
Into the Unknown,Idina Menzel,32601986
Uma Thurman,Fall Out Boy,32593348
Water Under the Bridge,Adele,32512873
Motiv8,J. Cole,32491973
All Night,Chance the Rapper,32466025
Gato de Noche,Ñengo Flow,32450600
Mockingbird,Eminem,32417126
"Honey, I'm Good.",Andy Grammer,32406527
Hallelujah,Pentatonix,32396723
You Don't Own Me,SAYGRACE,32396064
The Greatest,Sia,32383116
Back Up,DeJ Loaf,32375664
Opp Stoppa,YBN Nahmir,32323596
She Got the Best of Me,Luke Combs,32322981
Ex's & Oh's,Elle King,32309968
Die Young,Sleepy Hallow,32279009
Wockesha,Moneybagg Yo,32240474
Make Me (Cry),Noah Cyrus,32239430
Me or Sum,Nardo Wick,32108987
Si Veo a Tu Mamá,Bad Bunny,32078410
Do Not Disturb,Drake,32069594
Sprinter,Dave,32062263
Can’t Take A Joke,Drake,32029655
DOGTOOTH,"Tyler, The Creator",32012528
The Greatest,Sia,31996625
Am I Wrong,Nico & Vinz,31990791
Crying in the Club,Camila Cabello,31952661
Seek & Destroy,SZA,31928516
Don't Cry,Lil Wayne,31856866
1950,King Princess,31846652
Échame La Culpa,Luis Fonsi,31845232
The Heart Wants What It Wants,Selena Gomez,31762355
Demons and Angels,A Boogie Wit da Hoodie,31713523
Budapest,George Ezra,31696250
Cloud 9,Beach Bunny,31676799
Hats Off,Lil Baby,31650216
Heroes (we could be),Alesso,31641137
Good As Hell,Lizzo,31639258
Loco Contigo,DJ Snake,31617689
Secreto,Anuel AA,31599434
"fuck, i'm lonely",Lauv,31599244
A Thousand Bad Times,Post Malone,31577616
Freaky,Tory Lanez,31554748
Geronimo,Sheppard,31537349
Wasted Times,The Weeknd,31536116
BEST ON EARTH,Russ,31525891
Never Felt So Alone,Labrinth,31512383
Immortal,J. Cole,31468094
One Last Time,Ariana Grande,31452518
La Difícil,Bad Bunny,31451898
Walk,Comethazine,31394567
fake smile,Ariana Grande,31372470
Nothing Breaks Like a Heart,Mark Ronson,31342790
a m a r i,J. Cole,31305943
Pompeii,Bastille,31300005
Elevate,Drake,31220700
$ave Dat Money,Lil Dicky,31206265
Hide,Juice WRLD,31171797
Know No Better,Major Lazer,31169274
Limbo,Freddie Dredd,31150150
Reminds Me Of You,Juice WRLD,31142891
Rap God,Eminem,31065356
Circo Loco,Drake,31060973
Like It's Christmas,Jonas Brothers,30793770
Dial Drunk,Noah Kahan,30782097
The Night Is Still Young,Nicki Minaj,30764917
Stay High,Juice WRLD,30746480
Party,Chris Brown,30695726
Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,30664662
Racks In The Middle,Nipsey Hussle,30654165
Ski,Young Stoner Life,30644017
Break Up In A Small Town,Sam Hunt,30587273
Easier,5 Seconds of Summer,30543478
Line Without a Hook,Ricky Montgomery,30484202
The Feeling,Justin Bieber,30452912
Steal My Girl,One Direction,30423805
Pity Party,Melanie Martinez,30351358
Still Trappin',Lil Durk,30319214
RGF Island,Fetty Wap,30265857
the grudge,Olivia Rodrigo,30205702
"I Don't Like It, I Love It",Flo Rida,30175009
Igualito a Mi Apá,Fuerza Regida,30174658
Up,NAV,30163651
What About Us,P!nk,30152791
Throw Sum Mo,Rae Sremmurd,30135936
Need A Favor,Jelly Roll,30091191
Something In The Way - Remastered,Nirvana,30074497
Let Her Go,Passenger,30069845
Take Your Time,Sam Hunt,30009669
Revival,Zach Bryan,29989693
Look At Her Now,Selena Gomez,29986586
Outta My Head,Khalid,29957244
Legacy,Offset,29954925
Sacrifice,The Weeknd,29954189
Empty,Juice WRLD,29946861
I WANNA BE YOUR SLAVE,Måneskin,29927228
Questions,Chris Brown,29925889
Remind Me to Forget,Kygo,29883022
LOT OF ME,Lil Tecca,29881594
Mr Loverman,Ricky Montgomery,29828809
Trust Nobody,Cashmere Cat,29819484
First Time,Kygo,29815835
Otherside,Post Malone,29781234
Me Too,Meghan Trainor,29771261
SAD GIRLZ LUV MONEY Remix,Amaarae,29739148
Hurts So Good,Astrid S,29711883
Dark Horse,Katy Perry,29708371
Yours,Russell Dickerson,29689707
Self Control,YoungBoy Never Broke Again,29638460
BEBE,6ix9ine,29590906
Your Song,Rita Ora,29588951
Confident,Demi Lovato,29572453
Santa Baby,Ariana Grande,29568644
MATHEMATICAL DISRESPECT,Lil Mabu,29501075
Smells Like Teen Spirit,Nirvana,29498533
the last great american dynasty,Taylor Swift,29487548
Litty,Meek Mill,29437095
Moral of the Story,Ashe,29433590
Happy Now,Zedd,29403914
Flex Like Ouu,Lil Pump,29394075
ME!,Taylor Swift,29380101
Creep,Radiohead,29361899
Venom - Music From The Motion Picture,Eminem,29353999
House Party,Sam Hunt,29348139
Hit Different,SZA,29320034
Lost Cause,Billie Eilish,29296420
KEKE,6ix9ine,29292989
m.A.A.d city,Kendrick Lamar,29271534
Setting Fires,The Chainsmokers,29258354
Killshot,Eminem,29215305
Behind Barz - Bonus,Drake,29207360
History,Olivia Holt,29180302
Right On,Lil Baby,29180138
Cupid's Chokehold / Breakfast in America,Gym Class Heroes,29175430
Focus,Ariana Grande,29128818
I See Fire,Ed Sheeran,29113307
Daddy,Blueface,29093232
Comin Out Strong,Future,29055414
Down,Fifth Harmony,29050601
Turks,NAV,28957255
Christmas Tree Farm,Taylor Swift,28917996
Red Light Green Light,DaBaby,28897399
I Do,Cardi B,28882876
Time Today,Moneybagg Yo,28866424
Ned Flanders,MadeinTYO,28845468
Do It To It,ACRAZE,28832576
Waiting On A Miracle,Stephanie Beatriz,28825661
LUST.,Kendrick Lamar,28788921
i n t e r l u d e,J. Cole,28771538
Forever,Justin Bieber,28736753
This One's for You,David Guetta,28667578
Dakiti,Bad Bunny,28652215
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",Metro Boomin,28643775
Watch Out,2 Chainz,28638014
Antisocial,Ed Sheeran,28620933
Ignorantes,Bad Bunny,28586835
Seven Million,Lil Uzi Vert,28581478
"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,28570129
Crushed Up,Future,28566228
Tequila Shots,Kid Cudi,28560505
Drip,Cardi B,28521201
Chasing After You,Ryan Hurd,28480751
FEEL.,Kendrick Lamar,28447663
(There's No Place Like) Home for the Holidays - 1959 Version,Perry Como,28445842
The Ways,Khalid,28436353
Feel No Ways,Drake,28402913
1985 - Intro to “The Fall Off”,J. Cole,28387561
8TEEN,Khalid,28367383
Cigarettes,Juice WRLD,28338245
Bad Liar,Imagine Dragons,28309482
Sunrise,Morgan Wallen,28246745
A Tale of 2 Citiez,J. Cole,28230967
I'm Not The Only One,Sam Smith,28188250
lacy,Olivia Rodrigo,28152071
"Mary, Did You Know?",Pentatonix,28133970
Chanel,Frank Ocean,28098153
Keep Driving,Harry Styles,28086134
in my miNd,Maty Noyes,28076264
Love Me Less,MAX,28072259
Dark Times,The Weeknd,28019756
Rich Spirit,Kendrick Lamar,27912896
Try Me,The Weeknd,27901035
TOPIA TWINS,Travis Scott,27882036
New Light,John Mayer,27836425
Chantaje,Shakira,27834533
TSU,Drake,27807123
Silent Hill,Kendrick Lamar,27800753
Love Again,The Kid LAROI,27796203
Lose Somebody,Kygo,27753100
No Favors,Big Sean,27675013
No Time To Die,Billie Eilish,27664508
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,27659041
Moth To A Flame,Swedish House Mafia,27573950
Now and Later,Sage The Gemini,27562204
Too Easy,Gunna,27502756
Blame It On Me,Post Malone,27487624
Sick Boy,The Chainsmokers,27440685
Teeth,5 Seconds of Summer,27425391
forget me too,Machine Gun Kelly,27421235
Saved,Ty Dolla $ign,27409784
Don’t Call Me Angel (Charlie’s Angels),Ariana Grande,27360657
Apparently,J. Cole,27354030
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",Metro Boomin,27337076
REPEAT IT,Lil Tecca,27334405
Silver Bells,Dean Martin,27312838
Nightmare,Halsey,27306005
No Shopping,French Montana,27268306
Según Quién,Maluma,27261879
Somebody,The Chainsmokers,27172552
HARLEY QUINN,Fuerza Regida,27164997
Met Gala,Gucci Mane,27121697
Bad Energy,Juice WRLD,27097509
What Christmas Means To Me,Stevie Wonder,27075253
Die For You - Remix,The Weeknd,27055701
Crash and Burn,Thomas Rhett,27040305
The One,The Chainsmokers,26983605
Surround Sound,JID,26975188
RUBICON,Peso Pluma,26951158
Somebody Else,VÉRITÉ,26944785
Shower,Becky G,26898286
Be Right There,Diplo,26895339
Rock Bottom,Hailee Steinfeld,26884064
Born To Be Yours,Kygo,26853513
The Great War,Taylor Swift,26851672
Wake Up,Fetty Wap,26848172
Calma - Remix,Pedro Capó,26847185
Lemon Pepper Freestyle,Drake,26830541
Say So,Doja Cat,26778767
Dos Oruguitas,Sebastian Yatra,26756153
Loverboy,A-Wall,26726596
ghostin,Ariana Grande,26687519
my tears ricochet,Taylor Swift,26674227
Used,SZA,26659485
Rumors,Lizzo,26619697
Sacrifices,Drake,26574302
Guatemala,Rae Sremmurd,26496362
Best Friend,Young Thug,26473575
Toothbrush,DNCE,26456038
Make Believe,Juice WRLD,26448107
INTRO,DaBaby,26429768
Don't Leave,Snakehips,26419507
Like I Can,Sam Smith,26407088
Talk,Yeat,26406433
East Side of Sorrow,Zach Bryan,26392445
Jail,Kanye West,26376710
Say Yes To Heaven,Lana Del Rey,26346816
Still Goin Down,Morgan Wallen,26338126
Still Don't Know My Name,Labrinth,26336120
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,26310860
bad guy,Billie Eilish,26284792
Demons,Imagine Dragons,26233403
Sensualidad,Bad Bunny,26127265
Fire & Desire,Drake,26086526
Evergreen,Richy Mitch & The Coal Miners,26082632
Not Alike,Eminem,26075002
Christmas Time Is Here - Vocal - Album Version,Vince Guaraldi Trio,26073269
Baby Birkin,Gunna,26062405
Nephew,Smokepurpp,26058879
Ice Cream,BLACKPINK,26051075
SNAP,Rosa Linn,25972464
Titanic,Juice WRLD,25924016
Carry On,XXXTENTACION,25904909
I'M ON ONE,Future,25867428
CAROUSEL,Travis Scott,25851388
CAN'T SAY,Travis Scott,25843133
Dessert,Dawin,25841085
Boss,Lil Pump,25770253
Escápate Conmigo,Wisin,25768264
Stargazing,Kygo,25763596
Rare,Selena Gomez,25744542
Enchanted (Taylor's Version),Taylor Swift,25710138
Wicked Games,The Weeknd,25707978
Take You Dancing,Jason Derulo,25700497
Open Arms,SZA,25611017
Antarctica,$uicideboy$,25575127
Peta,Roddy Ricch,25555148
Down,Marian Hill,25540811
Man Of The Year,Juice WRLD,25520558
Ice Tray,Quality Control,25519466
WAKE UP,Travis Scott,25512899
Bruises,Lewis Capaldi,25462460
I Really Like You,Carly Rae Jepsen,25457946
Cinema,Harry Styles,25457307
Richer,Rod Wave,25443802
Straightenin,Migos,25431949
I Forgot That You Existed,Taylor Swift,25429057
Privileged Rappers,Drake,25413982
Stupid Love,Lady Gaga,25405159
TAlk tO Me,Tory Lanez,25404826
MI EX TENÍA RAZÓN,KAROL G,25370567
Fiel,Los Legendarios,25351520
Ghost Town,Kanye West,25321956
Waiting For Love,Avicii,25265293
Uno,Ambjaay,25195284
Bigger Than The Whole Sky,Taylor Swift,25189181
Tip Toe,Jason Derulo,25183473
Have Yourself A Merry Little Christmas - Remastered,Frank Sinatra,25170925
Let It Fly,Lil Wayne,25127073
Be Real,Kid Ink,25126943
Good Old Days,Macklemore,25091594
T-Shirt,Thomas Rhett,25055557
BELIEVE IT,PARTYNEXTDOOR,25051320
Captain Hook,Megan Thee Stallion,25049443
Purple Lamborghini,Skrillex,25043736
AM Remix,Nio Garcia,25024011
’98 Braves,Morgan Wallen,24971740
Commercial,Lil Baby,24861449
Lift Me Up,Rihanna,24824775
Blasé,Ty Dolla $ign,24820685
Goodbyes,Post Malone,24812837
Like I Do,David Guetta,24811649
Sugar Wraith,Post Malone,24810017
Love Of My Life,Harry Styles,24795101
Let Me Know (I Wonder Why Freestyle),Juice WRLD,24788846
Ain't My Fault,Zara Larsson,24779338
Pop Style,Drake,24766383
Daydreaming,Harry Styles,24763267
Kelly Price,Migos,24762447
Happier Than Ever - Edit,Billie Eilish,24756556
What My World Spins Around,Jordan Davis,24749571
First Off,Future,24728788
Graduation,benny blanco,24721876
Kiss It Better,Rihanna,24719907
Good Life,G-Eazy,24716266
In My Mind,Dynoro,24715326
In The Bible,Drake,24703743
Isis,Joyner Lucas,24696412
La La Land,Bryce Vine,24685894
Kings & Queens,Ava Max,24646624
Skateboard P,MadeinTYO,24643764
The Mack,Nevada,24629480
Bubbly,Young Thug,24579609
Allergic,Post Malone,24574813
Style (Taylor's Version),Taylor Swift,24566564
Come First,Terror Jr,24562357
Thunderclouds,Sia,24534326
Survival,Drake,24517798
Slide Away,Miley Cyrus,24514336
Fall,Eminem,24486292
Reborn,KIDS SEE GHOSTS,24476041
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,24467642
Flexicution,Logic,24441433
TIC TOC,6ix9ine,24422094
Still D.R.E.,Dr. Dre,24393361
Las Morras,Peso Pluma,24369997
Vaina Loca,Ozuna,24364324
I AM WOMAN,Emmy Meli,24325903
Mi Gente,J Balvin,24296262
Selfish,Madison Beer,24270363
Get It Together,Drake,24267097
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,24261132
Broke Boys,Drake,24244407
Chanel (Go Get It),Young Thug,24238683
Rescue Me,OneRepublic,24227740
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,24225108
Collard Greens,ScHoolboy Q,24222105
SUVs (Black on Black),Jack Harlow,24159082
My Only Wish (This Year),Britney Spears,24141069
Pray,Sam Smith,24136128
MONEY,LISA,24125163
Jump Out The Window,Big Sean,24101999
Paris,Taylor Swift,24101601
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,24090906
Tenerife Sea,Ed Sheeran,24088221
Special,SZA,24080554
Life Is Good,Future,24064298
What If I Told You That I Love You,Ali Gatie,24053410
HIGHEST IN THE ROOM,Travis Scott,24051669
Santa Claus Is Coming to Town,Michael Bublé,24030893
Not Sober,The Kid LAROI,23999111
Capital Letters,Hailee Steinfeld,23950925
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),Metro Boomin,23909966
Fade,Kanye West,23909185
Over The Top,Smiley,23907104
Ultralight Beam,Kanye West,23904305
What Happened To Virgil,Lil Durk,23894677
Massive,Drake,23891905
Bleed It,Blueface,23855884
making the bed,Olivia Rodrigo,23837182
Dijeron Que No La Iba Lograr,Chino Pacas,23805738
Iris,The Goo Goo Dolls,23804888
in my head,Ariana Grande,23799788
Electricity,Silk City,23777894
FRANCHISE,Travis Scott,23776433
Lemon - Drake Remix,N.E.R.D,23774569
Colors,Halsey,23700030
Good Thing,Zedd,23692108
Pink Venom,BLACKPINK,23680687
Make You Miss Me,Sam Hunt,23646804
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,23584106
B.S.,Jhené Aiko,23573186
Everyday,A$AP Rocky,23561949
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,23543920
MAMA,6ix9ine,23543715
We Dem Boyz,Wiz Khalifa,23514685
Hold Me Closer,Elton John,23512491
Dura,Daddy Yankee,23504611
8 Out Of 10,Drake,23488316
Photograph,J. Cole,23454975
Baila Baila Baila,Ozuna,23440106
Papi’s Home,Drake,23429154
El Apagón,Bad Bunny,23425443
Happier,Ed Sheeran,23344266
The Other,Lauv,23336829
Look What God Gave Her,Thomas Rhett,23324959
Aguacero,Bad Bunny,23324784
Banking On Me,Gunna,23266440
Jimmy Choo,Fetty Wap,23255758
Under The Sun,Dreamville,23249561
September Song,JP Cooper,23226355
Silly Watch,Lil Uzi Vert,23219511
Staring At The Sun,Post Malone,23154387
Mother's Daughter,Miley Cyrus,23104201
MOJABI GHOST,Tainy,23096849
Summertime Magic,Childish Gambino,23091097
The Archer,Taylor Swift,23056183
Oh U Went,Young Thug,23023264
9,Drake,22973685
GOD.,Kendrick Lamar,22968462
Numb,21 Savage,22956859
listen before i go,Billie Eilish,22897347
Poland,Lil Yachty,22860561
MY PYT,Wale,22860386
No Love,Summer Walker,22851601
Lot to Learn,Luke Christopher,22827896
Radioactive,Imagine Dragons,22813325
Narrow Road,NLE Choppa,22808428
I Want You To Know,Zedd,22770312
BICHOTA,KAROL G,22767930
Someone Like You,Adele,22760209
invisible string,Taylor Swift,22757702
Saint,Huncho Jack,22756647
Desesperados,Rauw Alejandro,22756151
How I Move,Flipp Dinero,22677539
betty,Taylor Swift,22651886
Ring,Cardi B,22647853
Up Up And Away,Juice WRLD,22641690
Bake Sale,Wiz Khalifa,22625716
3D,Jung Kook,22619952
As I Am,Justin Bieber,22595741
ballad of a homeschooled girl,Olivia Rodrigo,22584990
Singles You Up,Jordan Davis,22584131
Talk Up,Drake,22500766
love is embarrassing,Olivia Rodrigo,22470795
Diplomatic Immunity,Drake,22457380
Night Changes,One Direction,22434400
Mount Everest,Labrinth,22432686
6 God,Drake,22419745
Pain 1993,Drake,22386673
Big Shot,Kendrick Lamar,22372144
UN PREVIEW,Bad Bunny,22355687
Notice Me,Migos,22354910
One Number Away,Luke Combs,22353976
Would You Ever,Skrillex,22312357
Running Back,Wale,22253767
Sin,Young Thug,22237805
BILLY,6ix9ine,22189371
34+35 Remix,Ariana Grande,22140440
False Alarm,The Weeknd,22124279
Bloody Mary,Lady Gaga,22115541
Cool,Jonas Brothers,22097390
TE MUDASTE,Bad Bunny,22058979
Digital Dash,Drake,22054353
Floating,ScHoolboy Q,22043567
Rich Love,OneRepublic,22041268
Waves - Robin Schulz Radio Edit,Mr. Probz,21997634
Wild Ones,Jessie Murph,21935367
ALIEN SUPERSTAR,Beyoncé,21934628
Merry Christmas Darling - Remix,Carpenters,21927376
True Love,Kanye West,21916821
Otro Trago,Sech,21915042
Greatest,Eminem,21898314
N 2 Deep,Drake,21897764
Greatest Love Story,LANCO,21865131
In Your Love,Tyler Childers,21843386
Heaven,Julia Michaels,21835732
my boy,Billie Eilish,21835162
GATÚBELA,KAROL G,21764963
Sound Of Your Heart,Shawn Hook,21754025
Hawái - Remix,Maluma,21753013
Run Me Dry,Bryson Tiller,21743999
Gorgeous,Taylor Swift,21743680
QUE PRETENDES,J Balvin,21706354
FEAR.,Kendrick Lamar,21644521
Tampa,Cico P,21632969
Make Me...,Britney Spears,21617745
SOS,SZA,21612134
FINA,Bad Bunny,21610588
I Got the Keys,DJ Khaled,21599627
865,Morgan Wallen,21590002
all my friends,21 Savage,21562563
FML,Arizona Zervas,21556891
Somewhere On A Beach,Dierks Bentley,21539920
Live From The Gutter,Drake,21529713
come out and play,Billie Eilish,21503308
I Think I'm OKAY,Machine Gun Kelly,21490652
BackOutsideBoyz,Drake,21482496
Neon Guts,Lil Uzi Vert,21464064
OMG,Camila Cabello,21461215
Blue Tint,Drake,21455091
Real As It Gets,Lil Baby,21445464
Still Got Time,ZAYN,21424566
Another One Bites The Dust - Remastered 2011,Queen,21424303
ilomilo,Billie Eilish,21362276
Hrs and Hrs,Muni Long,21356296
Red Ruby Da Sleeze,Nicki Minaj,21340181
logical,Olivia Rodrigo,21301622
Down Bad,Dreamville,21268843
Knock Knock,SoFaygo,21263127
GRoCERIES,Chance the Rapper,21238388
No Frauds,Nicki Minaj,21231796
The Way Life Goes,Lil Uzi Vert,21224418
Deep End Freestyle,Sleepy Hallow,21203148
Die From A Broken Heart,Maddie & Tae,21195966
New Level,A$AP Ferg,21186972
High Infidelity,Taylor Swift,21185565
Fr Fr,Wiz Khalifa,21156954
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,21137983
Sex With Me,Rihanna,21127284
Have Mercy,Chlöe,21119892
NDA,Billie Eilish,21104010
She Knows,Ne-Yo,21102722
Shots,Lil Tecca,21075698
Right Back,Khalid,21065277
Audi.,Smokepurpp,21027202
mirrorball,Taylor Swift,21000501
How You Like That,BLACKPINK,20990391
Scholarships,Drake,20988282
Five More Hours - Deorro x Chris Brown,Deorro,20962255
Cake - Challenge Version,Flo Rida,20918300
gold rush,Taylor Swift,20911111
Tek It,Cafuné,20905806
For Tonight,Giveon,20896078
seven,Taylor Swift,20883365
She Loves Control,Camila Cabello,20875281
"no body, no crime",Taylor Swift,20870824
Do I Wanna Know?,Arctic Monkeys,20855935
Death Of A Bachelor,Panic! At The Disco,20850458
Step Into Christmas,Elton John,20843721
Do You Hear What I Hear? - Remastered 2006,Bing Crosby,20838889
Mourning,Post Malone,20837329
Ride It,Regard,20795938
You’re Mines Still,Yung Bleu,20785686
Used To Be Young,Miley Cyrus,20785550
Die Young,Roddy Ricch,20784994
Wow. - Remix,Post Malone,20774299
I Would Like,Zara Larsson,20752626
NO BYSTANDERS,Travis Scott,20749334
Runaway,AURORA,20740784
Les,Childish Gambino,20726974
Never Sleep,NAV,20697760
True Colors,The Weeknd,20683903
‘tis the damn season,Taylor Swift,20670795
Always Remember Us This Way,Lady Gaga,20660603
Walk Me Home,P!nk,20632907
Dancin’ In The Country,Tyler Hubbard,20618754
Está Dañada,Ivan Cornejo,20617400
Kill This Love,BLACKPINK,20604815
Rich MF,Trippie Redd,20602509
Love All,Drake,20601045
Shed a Light,Robin Schulz,20596795
United In Grief,Kendrick Lamar,20593251
Solitaires,Future,20559317
Thriller,Michael Jackson,20556585
Writing on the Wall,French Montana,20518288
Woman Like Me,Little Mix,20514515
All Day,Kanye West,20480578
Said Sum,Moneybagg Yo,20473820
Skechers,DripReport,20448995
No Pressure,Justin Bieber,20446590
Nice To Meet Ya,Niall Horan,20436836
Welcome to the Internet,Bo Burnham,20431469
On A Roll,Ashley O,20404924
Blue Ain't Your Color,Keith Urban,20388826
Solo de Mi,Bad Bunny,20369267
Errbody,Lil Baby,20359826
HYAENA,Travis Scott,20321408
Permission to Dance,BTS,20309040
Amnesia,5 Seconds of Summer,20284315
Up All Night,Khalid,20243549
No Limit,USHER,20235954
Dick,StarBoi3,20226932
For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,20213273
Rocking A Cardigan in Atlanta,lil Shordie Scott,20201027
Locked out of Heaven,Bruno Mars,20198131
Home,Machine Gun Kelly,20189203
Curve,Gucci Mane,20164855
Girls Need Love,Summer Walker,20158821
10:35,Tiësto,20150252
Dos Mil 16,Bad Bunny,20150130
KMT,Drake,20105053
Burn,Juice WRLD,20100034
Raindrops (Insane) [with Travis Scott],Metro Boomin,20098106
Rumor,Lee Brice,20070843
Fortunate Son,Creedence Clearwater Revival,19973983
The Weekend - Funk Wav Remix,SZA,19948815
Blank Space (Taylor's Version),Taylor Swift,19921898
I Know You,Faye Webster,19911061
No Long Talk,Drake,19905525
Rockin’,The Weeknd,19903322
Summer Games,Drake,19896599
Fear and Friday's,Zach Bryan,19896534
Everyday,Ariana Grande,19885104
Rumors,Gucci Mane,19849016
i,Kendrick Lamar,19835076
9 5 . s o u t h,J. Cole,19816373
BIPOLAR,Peso Pluma,19813848
The Good Ones,Gabby Barrett,19794152
Sleigh Ride,Ella Fitzgerald,19749075
Dear Future Husband,Meghan Trainor,19735859
Dive,Ed Sheeran,19733203
L.A.LOVE (la la),Fergie,19710613
I GUESS I'M IN LOVE,Clinton Kane,19709310
In My Head,Lil Tjay,19701989
Love & War,Kodak Black,19693144
motive,Ariana Grande,19662803
Cigarettes out the Window,TV Girl,19657232
Ice Melts,Drake,19649822
EL AMOR DE SU VIDA,Grupo Frontera,19634924
Out Of The Woods (Taylor's Version),Taylor Swift,19606258
Ain't No Mountain High Enough,Marvin Gaye,19597270
Secrets,The Weeknd,19583637
STOP TRYING TO BE GOD,Travis Scott,19582506
Wandered To LA,Juice WRLD,19572366
Fighting Demons,Juice WRLD,19535784
It's Called: Freefall,Rainbow Kitten Surprise,19524901
Starting Over,Chris Stapleton,19509694
Level of Concern,Twenty One Pilots,19506027
Sandra’s Rose,Drake,19501699
Dedicate,Lil Wayne,19493983
No Tellin',Drake,19488624
Lights Down Low,MAX,19479518
SugarCrash!,ElyOtto,19454284
R.I.P. SCREW,Travis Scott,19450384
Without You,Avicii,19437275
El Perdón,Nicky Jam,19421227
Love Me More,Trippie Redd,19420652
Chosen,Blxst,19413867
Steady 1234,Vice,19410051
